,ID,Name,City,Gender,Height,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Constitution
16,202019,Stanley,Guangzhou,female,163,0.6956521739130435,0.6304347826086957,0.6666666666666666,0.5625,0.5,0.6,0.2,0.2,0.3333333333333333,,0.0
17,202020,Hank,Beijing,male,177,0.34782608695652173,0.13043478260869565,0.5833333333333334,0.4791666666666667,0.4,0.8,0.2,1.0,0.16666666666666666,,0.3333333333333333
18,202021,Adelaide,Beijing,female,147,0.6956521739130435,0.6086956521739131,0.5833333333333334,0.5833333333333334,0.5,0.0,1.0,1.0,0.5,,0.6666666666666666
19,202022,Megan,Shenzhen,female,160,0.391304347826087,0.5217391304347826,0.5833333333333334,0.5208333333333334,0.2,0.4,1.0,1.0,0.3333333333333333,,0.3333333333333333
20,202023,Duke,Shanghai,male,167,0.34782608695652173,0.2608695652173913,0.5416666666666666,0.5833333333333334,0.6,0.2,0.2,1.0,0.6666666666666666,,0.0
21,202024,Teresa,Shenzhen,male,163,0.5217391304347826,0.10869565217391304,0.4166666666666667,0.5416666666666666,0.9,0.4,1.0,0.8,0.3333333333333333,,0.3333333333333333
22,202025,Victoria,Shenzhen,female,153,0.6086956521739131,0.6521739130434783,0.75,0.4166666666666667,0.7,0.8,0.6,0.8,0.6666666666666666,,0.3333333333333333
23,202026,Donna,Shenzhen,male,166,0.30434782608695654,0.6521739130434783,0.5,0.5416666666666666,0.7,0.0,0.2,1.0,0.16666666666666666,,0.6666666666666666
24,202027,Angelina,Beijing,male,164,0.5217391304347826,0.0,0.5416666666666666,0.5625,0.5,0.0,0.6,1.0,0.8333333333333334,,0.6666666666666666
25,202028,Jeffery,Shanghai,male,171,0.6086956521739131,0.5869565217391305,0.625,0.4583333333333333,0.5,0.2,0.6,0.2,0.0,,0.6666666666666666
26,202029,June,Shenzhen,male,166,0.6086956521739131,0.2826086956521739,0.5833333333333334,0.6666666666666666,0.8,0.4,0.6,0.6,0.5,,0.3333333333333333
27,202030,Mary,Shenzhen,female,154,1.0,0.8043478260869565,0.7083333333333334,0.7083333333333334,0.7,1.0,0.4,0.4,0.3333333333333333,,0.3333333333333333
28,202031,Editha,Guangzhou,female,160,0.8260869565217391,0.7391304347826086,0.4166666666666667,0.6041666666666666,0.8,0.6,1.0,0.4,0.16666666666666666,,0.6666666666666666
29,202033,Pamela,Shanghai,male,167,0.7391304347826086,0.43478260869565216,0.4583333333333333,0.4791666666666667,0.9,1.0,0.0,0.4,0.3333333333333333,,0.3333333333333333
30,202034,Selina,Shanghai,female,161,0.6086956521739131,0.8043478260869565,0.3333333333333333,0.5208333333333334,0.7,0.8,0.8,0.8,0.8333333333333334,,0.6666666666666666
31,202036,Mickey,Guangzhou,female,152,0.6956521739130435,0.6304347826086957,0.5416666666666666,0.25,0.7,0.4,0.8,1.0,0.5,,0.3333333333333333
32,202037,Christian,Guangzhou,female,169,0.30434782608695654,0.45652173913043476,0.5416666666666666,0.3541666666666667,0.7,0.4,0.6,0.2,1.0,,1.0
33,202038,Leopold,Beijing,male,170,0.782608695652174,0.6086956521739131,0.7083333333333334,0.3958333333333333,0.7,0.8,0.6,0.6,0.3333333333333333,,0.6666666666666666
34,202039,Claudia,Shanghai,female,165,0.43478260869565216,0.5434782608695652,0.4583333333333333,0.875,0.5,0.8,0.4,1.0,0.5,,0.3333333333333333
35,202040,Manda,Beijing,female,163,0.4782608695652174,0.5869565217391305,0.75,0.3125,0.4,0.6,1.0,0.4,0.6666666666666666,,0.3333333333333333
36,202041,Tiffany,Beijing,female,155,0.6956521739130435,0.6304347826086957,0.75,0.7083333333333334,0.5,1.0,0.6,1.0,0.3333333333333333,,0.3333333333333333
37,202042,Angelia,Shanghai,male,174,0.6521739130434783,0.7608695652173914,0.5416666666666666,0.25,0.5,0.4,0.4,0.2,0.6666666666666666,,1.0
38,202043,Nikita,Shanghai,female,161,0.5652173913043478,0.5652173913043478,0.375,0.5833333333333334,0.7,0.2,0.6,0.0,0.5,,1.0
39,202044,Wanda,Shenzhen,female,159,0.6086956521739131,0.21739130434782608,0.375,0.5,0.8,0.8,0.4,0.8,0.6666666666666666,,0.6666666666666666
40,202045,Cosmo,Beijing,female,162,0.782608695652174,0.41304347826086957,0.7083333333333334,0.625,0.7,0.6,0.4,0.6,1.0,,1.0
41,202046,Isaac,Shanghai,female,155,0.6956521739130435,0.4782608695652174,0.5833333333333334,0.7708333333333334,0.1,0.6,0.2,0.4,0.0,,0.6666666666666666
42,202047,Constance,Shanghai,male,167,0.43478260869565216,0.4782608695652174,0.6666666666666666,0.4166666666666667,0.6,1.0,0.2,0.2,0.3333333333333333,,1.0
43,202048,Leslie?,Beijing,female,157,0.6086956521739131,0.5217391304347826,0.5,0.75,0.7,1.0,0.2,1.0,0.6666666666666666,,0.3333333333333333
44,202049,Lucy,Beijing,male,168,0.5652173913043478,0.8695652173913043,0.375,0.4166666666666667,0.6,0.2,0.2,1.0,0.5,,0.0
45,202050,Zelda,Shanghai,female,160,0.7391304347826086,0.4782608695652174,0.4166666666666667,0.4791666666666667,0.6,1.0,0.4,1.0,0.3333333333333333,,0.6666666666666666
46,202051,Ethan,Beijing,male,165,0.4782608695652174,0.6956521739130435,0.625,0.4583333333333333,0.9,0.0,1.0,0.6,0.3333333333333333,,0.3333333333333333
47,202052,Sally,Guangzhou,male,177,0.6086956521739131,0.8478260869565217,0.4166666666666667,0.5416666666666666,0.4,0.8,0.6,0.2,0.6666666666666666,,0.6666666666666666
48,202053,Joliet,Guangzhou,female,155,0.5652173913043478,0.5434782608695652,0.625,0.3541666666666667,0.3,0.2,0.6,0.6,0.5,,0.3333333333333333
49,202054,John,Shenzhen,male,166,0.6086956521739131,0.30434782608695654,0.4583333333333333,0.3541666666666667,0.3,0.0,0.2,0.8,0.0,,1.0
50,202056,Hugo,Guangzhou,male,165,0.5652173913043478,0.41304347826086957,0.6666666666666666,0.6875,0.7,0.2,1.0,0.8,0.3333333333333333,,0.6666666666666666
51,202057,Amy,Beijing,female,164,0.7391304347826086,0.5434782608695652,0.6666666666666666,0.2708333333333333,0.6,0.6,1.0,0.8,0.8333333333333334,,0.3333333333333333
52,202058,Martha,Guangzhou,male,162,0.391304347826087,0.6086956521739131,0.20833333333333334,0.6666666666666666,0.7,1.0,0.2,1.0,0.6666666666666666,,0.6666666666666666
53,202059,Nicholas,Guangzhou,male,163,0.5652173913043478,0.43478260869565216,0.5416666666666666,0.6458333333333334,0.5,0.6,0.6,1.0,0.6666666666666666,,1.0
54,202060,Todd,Guangzhou,male,172,0.391304347826087,0.5652173913043478,0.4583333333333333,0.4791666666666667,0.3,0.4,0.8,0.8,1.0,,0.6666666666666666
55,202061,Marcy,Guangzhou,male,166,0.43478260869565216,0.6956521739130435,0.625,0.7291666666666666,0.3,0.8,0.2,0.8,0.8333333333333334,,0.3333333333333333
56,202062,Winnie,Beijing,male,171,0.6086956521739131,0.6521739130434783,0.5416666666666666,0.5625,0.6,0.2,0.4,1.0,0.6666666666666666,,0.3333333333333333
57,202063,Adeline,Shenzhen,male,163,0.5652173913043478,0.6521739130434783,0.5833333333333334,0.5625,0.8,1.0,1.0,0.2,0.3333333333333333,,0.3333333333333333
58,202064,Timothy,Beijing,male,169,0.6956521739130435,0.717391304347826,0.5416666666666666,0.7083333333333334,1.0,0.8,0.2,1.0,0.5,,0.6666666666666666
59,202065,Olivia,Shenzhen,female,169,0.6086956521739131,0.34782608695652173,0.625,0.5833333333333334,0.5,0.4,0.8,1.0,0.6666666666666666,,1.0
60,202066,Geoffrey,Shanghai,female,165,0.5652173913043478,0.6956521739130435,0.3333333333333333,0.5,0.4,1.0,0.2,0.4,0.16666666666666666,,0.0
61,202067,Maxine,Beijing,male,166,0.8260869565217391,0.5434782608695652,0.4166666666666667,0.7083333333333334,0.6,0.2,0.2,1.0,0.3333333333333333,,0.6666666666666666
62,202068,Lorraine,Shenzhen,male,162,0.782608695652174,0.5652173913043478,0.0,0.5416666666666666,0.5,1.0,0.0,1.0,0.5,,0.6666666666666666
63,202069,Eva,Shenzhen,female,155,0.21739130434782608,0.8260869565217391,0.4583333333333333,0.4791666666666667,0.8,0.8,0.4,1.0,0.3333333333333333,,0.3333333333333333
64,202070,Tina,Beijing,male,173,0.30434782608695654,0.8043478260869565,0.2916666666666667,0.7291666666666666,0.1,0.8,0.4,0.8,1.0,,0.3333333333333333
65,202071,Phoebe,Shanghai,male,170,0.4782608695652174,0.6739130434782609,0.75,0.5208333333333334,0.3,0.8,0.2,0.6,0.8333333333333334,,0.3333333333333333
66,202072,Karida,Guangzhou,female,149,0.43478260869565216,0.7608695652173914,0.375,0.4583333333333333,0.8,1.0,0.6,0.4,0.8333333333333334,,0.3333333333333333
67,202073,Juliana,Guangzhou,female,151,0.6956521739130435,0.3695652173913043,0.2916666666666667,0.4791666666666667,0.3,1.0,1.0,0.2,0.3333333333333333,,0.6666666666666666
68,202074,Charlotte,Beijing,female,160,0.34782608695652173,0.5217391304347826,0.3333333333333333,0.5416666666666666,0.8,0.8,0.0,1.0,0.16666666666666666,,0.6666666666666666
69,202075,Demi,Shenzhen,female,164,0.7391304347826086,0.2826086956521739,0.375,0.6458333333333334,0.8,0.8,0.4,0.0,0.5,,0.3333333333333333
70,202076,David,Guangzhou,male,165,0.5217391304347826,0.6521739130434783,0.5416666666666666,0.6041666666666666,0.9,1.0,0.6,0.8,0.6666666666666666,,0.6666666666666666
71,202077,Melissa,Shenzhen,female,159,0.43478260869565216,0.717391304347826,0.5,0.5625,0.7,0.0,1.0,0.8,0.8333333333333334,,0.3333333333333333
72,202078,Sheila,Beijing,female,161,0.5217391304347826,0.30434782608695654,0.375,0.8333333333333334,0.8,1.0,0.2,0.2,1.0,,0.6666666666666666
73,202079,Henry,Shenzhen,male,176,0.6086956521739131,0.7391304347826086,0.125,0.9375,0.8,0.8,0.8,0.8,0.8333333333333334,,0.3333333333333333
74,202080,Ivy,Beijing,female,153,0.5652173913043478,0.717391304347826,0.4583333333333333,0.6458333333333334,0.4,0.2,0.6,0.8,0.6666666666666666,,0.6666666666666666
75,202081,Deborah,Shenzhen,male,165,0.391304347826087,0.8913043478260869,0.4583333333333333,0.4583333333333333,0.9,1.0,0.2,0.2,0.3333333333333333,,0.6666666666666666
76,202083,Susan,Shenzhen,male,163,0.5217391304347826,0.32608695652173914,0.5833333333333334,0.0,0.5,0.4,0.4,0.8,1.0,,0.3333333333333333
77,202084,Ishara,Shenzhen,male,175,0.5652173913043478,0.43478260869565216,0.5416666666666666,0.8541666666666666,0.5,0.2,0.8,0.8,0.16666666666666666,,0.3333333333333333
78,202085,lindsay,Beijing,female,155,0.391304347826087,0.1956521739130435,0.4166666666666667,0.2708333333333333,0.5,0.2,1.0,0.6,0.16666666666666666,,0.3333333333333333
79,202086,Noah,Guangzhou,female,159,0.6521739130434783,0.782608695652174,0.625,0.625,0.3,0.6,0.8,1.0,0.16666666666666666,,0.6666666666666666
80,202087,Dick,Guangzhou,male,174,0.6956521739130435,0.6521739130434783,0.3333333333333333,0.4583333333333333,0.4,0.0,1.0,1.0,1.0,,0.0
81,202088,Marshal,Guangzhou,male,181,0.17391304347826086,0.41304347826086957,0.5416666666666666,0.625,0.4,1.0,1.0,0.6,0.5,,0.6666666666666666
82,202089,Harrison,Shenzhen,male,164,0.6521739130434783,0.8695652173913043,0.4583333333333333,0.7291666666666666,0.8,0.4,0.4,1.0,0.8333333333333334,,0.3333333333333333
83,202090,Vera,Beijing,male,172,0.30434782608695654,0.6521739130434783,0.125,0.8541666666666666,0.7,1.0,0.2,0.4,0.6666666666666666,,0.6666666666666666
84,202091,Monica,Shanghai,male,172,0.782608695652174,0.6086956521739131,0.3333333333333333,0.6875,0.4,1.0,1.0,0.2,0.3333333333333333,,0.3333333333333333
85,202092,Roy,Shanghai,female,161,0.43478260869565216,0.717391304347826,0.5833333333333334,0.6041666666666666,0.5,0.4,1.0,0.4,0.6666666666666666,,0.0
86,202093,Owen,Beijing,female,156,0.391304347826087,0.8695652173913043,0.9583333333333334,0.6041666666666666,0.8,0.2,0.2,0.6,0.0,,0.3333333333333333
87,202094,Glendon,Guangzhou,female,168,0.6086956521739131,0.043478260869565216,0.4583333333333333,0.375,0.0,0.2,1.0,1.0,0.6666666666666666,,0.6666666666666666
88,202095,Britney,Guangzhou,female,166,0.4782608695652174,0.6521739130434783,0.75,0.6041666666666666,0.7,0.0,1.0,0.8,1.0,,0.0
89,202096,Miranda,Shenzhen,male,172,0.21739130434782608,0.5,0.20833333333333334,0.7083333333333334,0.7,0.8,1.0,1.0,0.3333333333333333,,0.6666666666666666
90,202097,Andrew,Shanghai,male,168,0.391304347826087,0.3695652173913043,0.4166666666666667,0.6666666666666666,0.9,1.0,0.4,1.0,0.0,,0.0
91,202098,Elijah,Shenzhen,female,160,0.0,0.5,0.5833333333333334,0.3958333333333333,0.7,0.2,1.0,0.6,0.8333333333333334,,1.0
92,202099,Alexander,Beijing,male,169,0.9130434782608695,0.5,0.4166666666666667,0.6666666666666666,0.4,0.4,0.2,0.8,0.6666666666666666,,1.0
93,202100,Octavia,Shenzhen,female,164,0.43478260869565216,0.15217391304347827,0.4583333333333333,1.0,0.9,0.4,0.8,0.2,0.6666666666666666,,0.3333333333333333
94,202101,Jonathan,Shanghai,male,163,0.5652173913043478,0.5217391304347826,0.75,0.4375,0.4,0.8,0.6,0.4,0.16666666666666666,,1.0
95,202102,Violet,Shenzhen,female,163,0.391304347826087,0.5217391304347826,0.8333333333333334,0.7291666666666666,0.8,1.0,0.8,1.0,1.0,,0.6666666666666666
96,202104,Mia,Guangzhou,female,163,0.782608695652174,0.5217391304347826,0.125,0.5208333333333334,0.7,1.0,0.4,0.2,1.0,,0.3333333333333333
97,202105,Frederica,Guangzhou,male,167,0.5652173913043478,0.9347826086956522,0.5416666666666666,0.1875,0.5,0.2,0.2,0.8,0.16666666666666666,,0.6666666666666666
98,202106,Carry,Shenzhen,female,167,0.391304347826087,0.391304347826087,0.4166666666666667,0.3333333333333333,0.8,0.6,0.0,0.0,0.8333333333333334,,0.6666666666666666
99,202107,Tamara,Shanghai,female,156,0.6086956521739131,0.43478260869565216,0.25,0.5208333333333334,0.3,1.0,0.2,0.6,0.6666666666666666,,0.0
100,202108,Robert,Guangzhou,male,166,0.6521739130434783,0.5434782608695652,0.375,0.4583333333333333,0.5,0.4,0.8,0.8,0.5,,0.3333333333333333
101,202109,Edmund,Shanghai,female,159,0.6521739130434783,0.5217391304347826,1.0,0.4791666666666667,0.7,0.4,1.0,0.6,0.6666666666666666,,0.3333333333333333
